time,value
1.7034,0.8841818
1.70345,0.86389405
1.7035,0.86696345
1.70355,0.88285398
1.7036,0.88670778
1.70365,0.88924605
1.7037,0.90418553
1.70375,0.91480803
1.7038,0.89214253
1.70385,0.90033793
1.7039,0.91391253
1.70395,0.89734262
1.704,0.87882733
1.70405,0.88698566
1.7041,0.89410031
1.70415,0.87937695
1.7042,0.88055658
1.70425,0.90520453
1.7043,0.89064795
1.70435,0.88177323
1.7044,0.88550961
1.70445,0.88505882
1.7045,0.88848025
1.70455,0.89525521
1.7046,0.90041822
1.70465,0.88755387
1.7047,0.87457216
1.70475,0.88434237
1.7048,0.89985007
1.70485,0.8976391
1.7049,0.8871277
1.70495,0.89095062
1.705,0.89435351
1.70505,0.87853706
1.7051,0.88253903
1.70515,0.9089101
1.7052,0.90162253
1.70525,0.88022923
1.7053,0.89710796
1.70535,0.90983027
1.7054,0.8812483
1.70545,0.87037253
1.7055,0.88909167
1.70555,0.8702243
1.7056,0.85299975
1.70565,0.88255137
1.7057,0.91084933
1.70575,0.90774286
1.7058,0.89959681
1.70585,0.902623
1.7059,0.87473273
1.70595,0.85681027
1.706,0.86162132
1.70605,0.86722285
1.7061,0.86478955
1.70615,0.88462031
1.7062,0.907749
1.70625,0.91200417
1.7063,0.9133938
1.70635,0.91362846
1.7064,0.89592838
1.70645,0.8949464
1.7065,0.90404963
1.70655,0.90708202
1.7066,0.89655828
1.70665,0.89936835
1.7067,0.90564919
1.70675,0.89794171
1.7068,0.90038115
1.70685,0.90895331
1.7069,0.90896565
1.70695,0.90831721
1.707,0.90693998
1.70705,0.90792811
1.7071,0.90372849
1.70715,0.8840645
1.7072,0.87924731
1.70725,0.88849878
1.7073,0.89087647
1.70735,0.87666577
1.7074,0.87478209
1.70745,0.87653607
1.7075,0.86669171
1.70755,0.87710422
1.7076,0.88005632
1.70765,0.88244641
1.7077,0.92948812
1.70775,0.92176211
1.7078,0.85456842
1.70785,0.85850245
1.7079,0.87661016
1.70795,0.86144835
1.708,0.86212772
1.70805,0.90797752
1.7081,0.90422875
1.70815,0.89080852
1.7082,0.91462892
1.70825,0.92412746
1.7083,0.86902618
1.70835,0.85414231
1.7084,0.86096048
1.70845,0.90057266
1.7085,0.92409039
1.70855,0.89600867
1.7086,0.90001065
1.70865,0.91898912
1.7087,0.87968576
1.70875,0.89216107
1.7088,0.96879768
1.70885,0.9059642
1.7089,0.83824557
1.70895,0.91638291
1.709,0.95026386
1.70905,0.81662995
1.7091,0.8474229
1.70915,0.94256866
1.7092,0.91336906
1.70925,0.86451161
1.7093,0.91840857
1.70935,0.95957088
1.7094,0.90280831
1.70945,0.81971169
