time,value
0.3841,0.90013725
0.38415,0.90456533
0.3842,0.89367723
0.38425,0.87857413
0.3843,0.88616735
0.38435,0.89987475
0.3844,0.88569182
0.38445,0.86359447
0.3845,0.89439058
0.38455,0.90859509
0.3846,0.88531816
0.38465,0.87910521
0.3847,0.90900892
0.38475,0.9004584
0.3848,0.87815106
0.38485,0.89587277
0.3849,0.91587031
0.38495,0.89091969
0.385,0.87696218
0.38505,0.89897001
0.3851,0.90933621
0.38515,0.88043308
0.3852,0.88030642
0.38525,0.91665775
0.3853,0.90431523
0.38535,0.87554795
0.3854,0.89561337
0.38545,0.91916513
0.3855,0.87621802
0.38555,0.86301702
0.3856,0.90015578
0.38565,0.90000135
0.3857,0.8811186
0.38575,0.9031387
0.3858,0.91691405
0.38585,0.8963483
0.3859,0.88281387
0.38595,0.90174603
0.386,0.90106052
0.38605,0.87579805
0.3861,0.87314552
0.38615,0.89906877
0.3862,0.90764093
0.38625,0.89086413
0.3863,0.89512551
0.38635,0.90251493
0.3864,0.88147676
0.38645,0.87690353
0.3865,0.8996895
0.38655,0.89422071
0.3866,0.87062263
0.38665,0.89244515
0.3867,0.91666085
0.38675,0.90322518
0.3868,0.89422071
0.38685,0.91102535
0.3869,0.89188313
0.38695,0.8663891
0.387,0.88263166
0.38705,0.89901632
0.3871,0.88740253
0.38715,0.88657808
0.3872,0.90594876
0.38725,0.90668678
0.3873,0.88940042
0.38735,0.89051521
0.3874,0.90536201
0.38745,0.88919973
0.3875,0.86293983
0.38755,0.87222528
0.3876,0.90087527
0.38765,0.88307941
0.3877,0.88283545
0.38775,0.90334868
0.3878,0.90089375
0.38785,0.88940042
0.3879,0.90085363
0.38795,0.90392923
0.388,0.88084066
0.38805,0.86811525
0.3881,0.89632672
0.38815,0.90796208
0.3882,0.9010883
0.38825,0.88374335
0.3883,0.8832956
0.38835,0.88403976
0.3884,0.87975061
0.38845,0.87832707
0.3885,0.8848334
0.38855,0.89041948
0.3886,0.8999396
0.38865,0.89573073
0.3887,0.89347035
0.38875,0.89218271
0.3888,0.89024657
0.38885,0.88784719
0.3889,0.88876742
0.38895,0.89347345
0.389,0.89076531
0.38905,0.88614881
0.3891,0.89680535
0.38915,0.89487535
0.3892,0.88308561
0.38925,0.87614387
0.3893,0.89953506
0.38935,0.90090305
0.3894,0.88211596
0.38945,0.88705981
0.3895,0.9058252
0.38955,0.89042872
0.3896,0.880467
0.38965,0.8854664
0.3897,0.88493526
0.38975,0.86836225
0.3898,0.893529
0.38985,0.90908921
0.3899,0.89227843
0.38995,0.8875137
0.39,0.90419787
0.39005,0.89384091
0.3901,0.87775272
0.39015,0.87793797
0.3902,0.88579988
0.39025,0.87779903
0.3903,0.89456964
0.39035,0.91212773
0.3904,0.903395
0.39045,0.89262116
0.3905,0.89876002
0.39055,0.8946901
0.3906,0.8808592
0.39065,0.87907434
0.3907,0.89220119
0.39075,0.88924915
0.3908,0.8873871
0.39085,0.89669728
0.3909,0.9035247
0.39095,0.89295775
0.391,0.88555598
0.39105,0.89175344
0.3911,0.88983274
0.39115,0.88701344
0.3912,0.89935601
0.39125,0.8999427
0.3913,0.88923371
0.39135,0.88873035
0.3914,0.89271075
0.39145,0.8895672
0.3915,0.88593888
0.39155,0.89435971
0.3916,0.89060783
0.39165,0.88397491
0.3917,0.90632856
0.39175,0.91194242
0.3918,0.89473331
0.39185,0.89376372
0.3919,0.90050471
0.39195,0.88891566
0.392,0.87736982
0.39205,0.89474261
0.3921,0.89940536
0.39215,0.88081288
0.3922,0.8977688
0.39225,0.91743588
0.3923,0.90463638
0.39235,0.8896876
0.3924,0.89913672
0.39245,0.90462399
0.3925,0.88740873
0.39255,0.88243711
0.3926,0.89295161
0.39265,0.8859852
0.3927,0.87746865
0.39275,0.8827737
0.3928,0.88757545
0.39285,0.87703633
0.3929,0.88070786
0.39295,0.89819181
0.393,0.89388412
0.39305,0.88326776
0.3931,0.8891843
0.39315,0.89091665
0.3932,0.87530088
0.39325,0.86717957
0.3933,0.88099813
0.39335,0.88549417
0.3934,0.89166081
0.39345,0.89552999
0.3935,0.89086103
0.39355,0.89126247
0.3936,0.90106672
0.39365,0.89951652
0.3937,0.9027527
0.39375,0.89957523
0.3938,0.88489825
0.39385,0.89193875
0.3939,0.90269095
0.39395,0.89087337
0.394,0.8847006
0.39405,0.8811093
0.3941,0.88952088
0.39415,0.89653051
0.3942,0.89786452
0.39425,0.89034534
0.3943,0.88940352
0.39435,0.88646692
0.3944,0.88142121
0.39445,0.88129461
0.3945,0.88345617
0.39455,0.88230437
0.3946,0.88156945
0.39465,0.88372171
0.3947,0.89460057
0.39475,0.89324492
0.3948,0.90740931
0.39485,0.91272986
0.3949,0.89333755
0.39495,0.87840736
0.395,0.88957953
0.39505,0.89095986
0.3951,0.88056892
0.39515,0.89057076
0.3952,0.90179855
0.39525,0.88651937
0.3953,0.89874148
0.39535,0.92693132
0.3954,0.91286266
0.39545,0.88491058
0.3955,0.89684546
0.39555,0.89783669
0.3956,0.87494576
0.39565,0.874075
0.3957,0.88934487
0.39575,0.87860191
0.3958,0.87814486
0.39585,0.90157932
0.3959,0.90359265
0.39595,0.88987291
0.396,0.89684546
0.39605,0.90761626
0.3961,0.89287132
0.39615,0.88030642
0.3962,0.89022183
0.39625,0.90091848
0.3963,0.89652431
0.39635,0.88712466
0.3964,0.88761562
0.39645,0.89013231
0.3965,0.89076531
0.39655,0.89464068
0.3966,0.90279287
0.39665,0.89892983
0.3967,0.89162993
0.39675,0.90209192
0.3968,0.90863526
0.39685,0.8926459
0.3969,0.88061833
0.39695,0.89041948
0.397,0.89309978
0.39705,0.88909167
0.3971,0.88897121
0.39715,0.88899595
0.3972,0.88568258
0.39725,0.88511747
0.3973,0.88887548
0.39735,0.88822085
0.3974,0.88382977
0.39745,0.88019836
0.3975,0.87728643
0.39755,0.87905586
0.3976,0.88475615
0.39765,0.88620752
0.3977,0.88387305
0.39775,0.88932943
0.3978,0.88995934
0.39785,0.88863772
0.3979,0.89228147
0.39795,0.8987816
0.398,0.8904596
0.39805,0.88501865
0.3981,0.89131808
0.39815,0.89511317
0.3982,0.89720988
0.39825,0.89675283
0.3983,0.89605808
0.39835,0.89683002
0.3984,0.89723146
0.39845,0.89553618
0.3985,0.89109266
0.39855,0.88657808
0.3986,0.88033426
0.39865,0.88651937
0.3987,0.89485067
0.39875,0.89309978
0.3988,0.88362598
0.39885,0.87795341
0.3989,0.89271688
0.39895,0.89350432
0.399,0.8800965
0.39905,0.88231981
0.3991,0.89449865
0.39915,0.88885391
0.3992,0.88787502
0.39925,0.90113461
0.3993,0.90533423
0.39935,0.88639587
0.3994,0.89562577
0.39945,0.90347219
0.3995,0.88731611
0.39955,0.88120192
0.3996,0.90246862
0.39965,0.90682882
0.3997,0.89463449
0.39975,0.88805103
0.3998,0.89674664
0.39985,0.89715737
0.3999,0.89092588
0.39995,0.89603955
0.4,0.89529222
0.40005,0.88409537
0.4001,0.88651013
0.40015,0.89975125
0.4002,0.8983956
0.40025,0.8969937
0.4003,0.90486795
0.40035,0.90219998
0.4004,0.896478
0.40045,0.89320791
0.4005,0.8882857
0.40055,0.88526261
0.4006,0.88644218
0.40065,0.88797998
0.4007,0.88608092
0.40075,0.88966912
0.4008,0.89867353
0.40085,0.89552075
0.4009,0.89099693
0.40095,0.89266437
0.401,0.89839256
0.40105,0.89479202
0.4011,0.89049047
0.40115,0.89285892
0.4012,0.88561153
0.40125,0.86998963
0.4013,0.8825298
0.40135,0.89202213
0.4014,0.87924111
0.40145,0.8756066
0.4015,0.9004522
0.40155,0.90575731
0.4016,0.89210242
0.40165,0.89141685
0.4017,0.8968671
0.40175,0.87823445
0.4018,0.87384337
0.40185,0.89246988
0.4019,0.89630818
0.40195,0.87596482
0.402,0.87986487
0.40205,0.90922505
0.4021,0.90063131
0.40215,0.88270271
0.4022,0.89820725
0.40225,0.91813993
0.4023,0.88143045
0.40235,0.87039417
0.4024,0.89817327
0.40245,0.8937915
0.4025,0.87270081
0.40255,0.88694865
0.4026,0.89728087
0.40265,0.89060783
0.4027,0.88631868
0.40275,0.9013477
0.4028,0.88941282
0.40285,0.8712464
0.4029,0.87200916
0.40295,0.88147986
0.403,0.88502485
0.40305,0.88861305
0.4031,0.8880263
0.40315,0.89027125
0.4032,0.89989948
0.40325,0.9053188
0.4033,0.8943041
0.40335,0.89242971
0.4034,0.90151447
0.40345,0.89514095
0.4035,0.89297938
0.40355,0.9112075
0.4036,0.90771502
0.40365,0.87627667
0.4037,0.88335425
0.40375,0.90177691
0.4038,0.89295161
0.40385,0.87786698
0.4039,0.892124
0.40395,0.88941896
0.404,0.8716386
0.40405,0.876885
0.4041,0.89258415
0.40415,0.89102471
0.4042,0.87721848
0.40425,0.89146322
0.4043,0.91071963
0.40435,0.89579248
0.4044,0.88100433
0.40445,0.88721728
0.4045,0.88350558
0.40455,0.8677941
0.4046,0.87464315
0.40465,0.89995503
0.4047,0.88999641
0.40475,0.88804483
0.4048,0.91038305
0.40485,0.91230065
0.4049,0.90102041
0.40495,0.8991707
0.405,0.90279597
0.40505,0.88440722
0.4051,0.87863278
0.40515,0.90217835
0.4052,0.91081226
0.40525,0.89718515
0.4053,0.88919663
0.40535,0.89403236
0.4054,0.89356917
0.40545,0.88870567
0.4055,0.89498651
0.40555,0.89486611
0.4056,0.88689613
